SMILES,134_KAC,134_KAH,140_KAC,140_KAD,148_KAG,154_KAN,156_KAE,168_KAK,178_KAA,182_KAD,192_KAO,200_KAR,204_KAM,210_KAF,212_KAL,216_KAA,216_KAN,220_KAH,222_KAV,22_KAI,22_KAJ,260_KAF,268_KAL,284_KAJ,286_KAM,290_KBA,296_KAW,304_KAQ,310_KAQ,314_KAF,322_KAK,340_KAH,342_KAI,34_KAS,56_KAS,58_KAF,72_KAI,80_KAD,8_KAI,92_KAM,104_KAF
CNC1CCC2(CC1)CNC(=O)c1cc(C)ccc1O2,-6.9,-6.1,-5.6,-6.1,-7.9,-6.0,-7.6,-6.7,-5.9,-8.1,-9.7,-6.4,-4.9,-9.0,-6.0,-5.9,-5.9,-5.7,-6.8,-8.0,-6.3,-6.8,-7.7,-5.1,-5.9,-7.5,-9.2,-7.5,-7.5,-5.1,-6.5,-7.7,-6.6,-6.2,-7.4,-7.3,-6.4,-5.7,-6.6,-4.1,-7.9
CC(C)(C=NO)[N+]([O-])=Cc1ccc(O)cc1,-7.2,-5.1,-4.5,-6.2,-8.7,-4.5,-6.5,-7.0,-6.7,-7.9,-8.8,-5.3,-4.2,-8.2,-7.1,-8.0,-7.3,-6.0,-6.9,-7.3,-6.8,-7.3,-7.3,-6.5,-6.6,-7.9,-9.2,-7.8,-7.6,-4.5,-6.4,-7.2,-6.0,-5.6,-6.3,-7.3,-7.2,-5.1,-5.7,-6.6,-7.9
O=S(=O)(NCc1nnn[nH]1)c1ccccc1,-5.8,-8.0,-5.7,-5.5,-6.7,-5.8,-6.2,-5.4,-6.9,-6.2,-7.5,-5.5,-5.1,-7.0,-6.7,-7.8,-7.9,-5.7,-6.2,-6.8,-7.6,-5.5,-5.9,-7.0,-6.3,-6.4,-7.1,-5.9,-6.5,-6.4,-5.2,-5.5,-6.4,-6.3,-6.7,-6.4,-7.5,-6.0,-6.2,-5.4,-5.7
NCC1CC1(C(N)=O)c1ccccc1,-6.5,-5.9,-5.1,-6.5,-7.5,-5.2,-6.2,-6.1,-5.6,-6.4,-7.3,-5.4,-6.0,-7.1,-6.6,-6.4,-6.8,-7.2,-6.2,-6.2,-7.4,-6.4,-6.0,-5.3,-4.1,-7.2,-6.8,-5.6,-6.7,-5.6,-5.9,-6.0,-5.9,-5.4,-7.2,-6.3,-4.7,-6.2,-8.8,-6.8,-7.1
O=C1NCC(c2ccccn2)CCC1NC(=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,-7.0,-8.5,-6.8,-6.4,-8.1,-6.6,-7.1,-6.6,-6.4,-6.7,-7.6,-7.4,-5.5,-7.1,-6.1,-7.2,-6.2,-5.8,-6.9,-7.9,-5.4,-7.5,-6.3,-5.4,-6.3,-7.5,-7.2,-6.2,-7.1,-6.9,-5.6,-6.2,-6.4,-6.1,-7.3,-7.9,-7.3,-5.0,-6.9,-5.0,-8.5
O=C(NCc1ccccc1)NCc1nc(-c2ccncc2)n[nH]1,-6.8,-5.6,-5.3,-6.4,-8.3,-5.1,-6.6,-5.4,-7.1,-6.5,-8.0,-4.3,-4.1,-7.4,-7.3,-7.0,-7.7,-4.7,-7.1,-7.8,-7.5,-7.1,-6.5,-6.3,-6.3,-7.1,-7.6,-6.3,-7.1,-5.7,-5.5,-5.9,-5.5,-6.1,-4.9,-7.9,-7.4,-5.4,-5.3,-5.7,-8.3
Cc1cc(F)ccc1-c1cc(C2CC(=O)NC2(CO)CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-6.3,-6.7,-5.8,-5.8,-5.7,-4.8,-5.1,-5.5,-7.1,-6.5,-7.5,-5.4,-5.1,-7.6,-7.1,-7.4,-7.4,-6.0,-4.8,-5.2,-7.3,-4.8,-6.2,-6.2,-6.0,-5.5,-7.1,-6.1,-6.6,-6.1,-5.2,-5.7,-6.1,-5.9,-6.8,-5.0,-6.1,-6.6,-6.9,-4.9,-5.6
Cc1cc(N)n(-c2cc(C)c3ccccc3n2)n1,-7.3,-6.1,-5.2,-7.0,-8.0,-5.3,-6.5,-6.8,-4.8,-7.4,-8.2,-6.3,-4.9,-8.5,-5.0,-8.0,-5.1,-5.7,-6.9,-7.2,-6.5,-7.1,-7.0,-4.3,-6.0,-7.7,-8.6,-7.4,-7.8,-5.1,-6.4,-6.8,-7.4,-6.9,-7.2,-7.4,-6.6,-5.8,-7.0,-7.6,-7.7
CN(c1ccccc1)c1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,-7.1,-8.3,-7.1,-6.5,-7.5,-6.9,-6.3,-7.0,-6.0,-8.3,-8.7,-4.8,-4.7,-8.9,-6.0,-7.5,-7.1,-5.5,-7.0,-6.3,-6.7,-6.8,-7.5,-6.0,-6.2,-7.3,-9.0,-8.3,-6.9,-7.8,-6.1,-7.5,-5.3,-5.1,-6.4,-7.6,-7.2,-4.5,-6.9,-6.4,-7.2
CCOc1ccc(CN2CCc3nc(N4CCN(c5ncccn5)CC4)ncc3C2)cc1OC,-6.0,-7.0,-6.6,-6.3,-6.9,-5.5,-6.3,-5.2,-6.1,-6.3,-7.6,-6.3,-5.3,-7.3,-6.4,-7.2,-6.6,-6.7,-6.2,-7.1,-6.9,-5.7,-5.9,-6.0,-6.3,-6.5,-6.3,-6.4,-6.9,-6.6,-5.8,-5.2,-6.2,-6.8,-6.7,-6.5,-7.0,-6.5,-7.3,-7.2,-7.0
Cc1ccc2nc(N3CCN(C)CC3)oc2c1,-5.8,-8.2,-7.6,-5.7,-7.4,-6.8,-6.4,-5.5,-6.2,-6.8,-8.0,-5.6,-5.3,-7.6,-6.4,-7.2,-6.4,-5.8,-6.4,-7.3,-7.3,-6.5,-6.7,-5.3,-7.5,-6.8,-7.5,-6.7,-6.5,-8.7,-5.4,-5.9,-5.5,-4.3,-7.2,-7.0,-8.0,-5.9,-6.7,-5.8,-7.7
CCCC(=O)NNC(=O)CCC(=O)NCc1ccccc1,-7.5,-7.1,-6.2,-7.8,-8.1,-6.3,-6.5,-7.3,-6.8,-7.9,-8.9,-7.0,-5.4,-8.6,-6.5,-8.8,-6.6,-6.4,-6.9,-7.4,-8.2,-6.8,-7.2,-5.5,-7.9,-7.4,-8.4,-7.9,-7.9,-6.4,-6.6,-7.2,-6.9,-6.1,-7.3,-6.8,-7.6,-5.4,-6.5,-4.8,-7.2
CC(C)(C)NC(=O)C(=O)NNC(=O)COc1ccc(Br)cc1,-7.9,-5.8,-5.1,-6.4,-8.3,-4.5,-6.3,-6.6,-6.1,-7.5,-9.2,-4.9,-6.4,-8.6,-6.6,-5.0,-6.8,-7.4,-6.4,-7.4,-8.3,-7.4,-7.2,-5.5,-7.0,-7.3,-8.6,-7.0,-7.5,-4.8,-6.0,-7.0,-6.2,-6.4,-7.8,-7.2,-7.6,-5.9,-8.6,-6.4,-7.9
CCCCC(NC(=O)OCC1(CC)CCCC1)C(=O)C(=O)Nc1cc[nH]n1,-5.0,-7.5,-6.7,-5.0,-9.4,-6.4,-7.2,-4.8,-6.0,-5.5,-6.1,-7.5,-6.1,-5.7,-6.4,-7.2,-7.3,-7.4,-7.5,-8.9,-7.5,-7.9,-4.8,-6.3,-7.6,-8.0,-5.6,-5.3,-5.8,-6.5,-4.4,-4.6,-5.3,-5.9,-7.9,-7.6,-8.4,-6.1,-8.7,-5.9,-9.0
O=C(c1ncc(-c2ccccn2)o1)C1CCCC1,-6.5,-7.1,-6.4,-6.4,-9.3,-6.0,-7.6,-6.2,-7.7,-7.6,-8.1,-6.4,-5.4,-8.5,-7.9,-7.7,-7.9,-7.2,-8.1,-8.3,-8.7,-8.2,-7.3,-7.2,-5.1,-8.4,-7.9,-6.8,-6.5,-6.5,-5.7,-6.7,-5.7,-6.3,-7.7,-8.3,-5.5,-6.3,-7.8,-4.3,-9.5
COc1ccc(C=NNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)OCC(C)C)cc1[N+](=O)[O-],-6.8,-4.9,-4.1,-6.1,-8.4,-4.3,-7.5,-6.6,-7.8,-7.3,-8.8,-4.7,-6.0,-8.1,-7.6,-7.1,-8.6,-7.2,-7.3,-7.8,-5.7,-7.0,-7.0,-7.5,-4.0,-8.2,-8.6,-7.4,-6.9,-4.3,-5.9,-6.7,-5.7,-7.8,-7.8,-7.5,-4.4,-6.8,-7.8,-6.7,-7.8
COc1cccc(C2(CNC(=O)Nc3c(C(C)C)cc(N)cc3C(C)C)CCN(c3ccccc3OCCCO)CC2)c1,-6.3,-7.6,-6.7,-6.3,-8.7,-5.9,-7.1,-5.9,-8.0,-6.9,-7.4,-6.0,-5.1,-7.4,-6.9,-7.6,-7.5,-5.0,-7.6,-9.3,-4.7,-8.6,-6.5,-6.7,-6.1,-8.2,-7.0,-6.4,-6.8,-7.0,-5.6,-5.4,-6.0,-7.5,-5.6,-8.4,-6.5,-7.0,-6.1,-6.0,-8.5
COc1ccccc1OCCSc1nc(O)c2ccccc2n1,-6.5,-6.9,-5.2,-6.4,-6.1,-5.8,-5.7,-6.2,-7.6,-7.2,-8.1,-5.6,-4.1,-7.6,-7.2,-9.8,-8.9,-4.3,-5.5,-5.9,-7.8,-5.4,-6.7,-7.3,-5.4,-5.9,-7.6,-6.6,-7.4,-5.9,-5.7,-6.1,-6.6,-7.8,-4.9,-5.6,-6.0,-6.4,-5.1,-7.1,-6.1
Cc1nn2cnnc2c(C)c1Cc1c(F)cccc1Cl,-6.6,-8.9,-6.9,-5.8,-5.1,-6.8,-5.1,-6.2,-5.7,-7.2,-8.6,-7.8,-5.5,-8.5,-5.8,-9.7,-5.6,-5.9,-5.0,-4.6,-6.1,-4.8,-6.8,-4.6,-6.6,-4.9,-8.1,-7.4,-7.0,-7.8,-5.9,-6.3,-5.8,-6.0,-6.9,-4.7,-7.5,-6.7,-6.4,-7.7,-5.4
COc1ccc(CCNC(=O)c2cc(-c3cc(C)cc(C)c3O)[nH]n2)cc1OC,-7.3,-8.1,-7.5,-5.8,-7.8,-6.4,-7.0,-6.8,-4.7,-7.8,-8.2,-4.6,-4.7,-8.0,-4.7,-9.3,-4.5,-5.1,-6.7,-7.2,-7.6,-6.5,-6.7,-3.8,-4.9,-7.2,-8.1,-7.3,-7.3,-7.5,-6.6,-6.6,-6.4,-5.0,-6.0,-6.5,-5.6,-4.9,-5.6,-6.5,-7.3
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4onc(C)c4cc3CC2)n1C,-8.5,-8.4,-6.9,-6.8,-6.8,-6.5,-5.9,-7.8,-6.6,-8.4,-9.7,-6.0,-5.6,-9.2,-6.3,-6.9,-6.3,-6.2,-5.5,-5.6,-5.9,-5.6,-7.7,-6.1,-5.6,-6.5,-9.3,-8.1,-8.7,-6.7,-7.4,-7.6,-6.6,-6.3,-7.2,-6.1,-6.3,-4.2,-7.2,-5.4,-6.4
CCCOC(=O)c1sc(C(=O)OCCC)c(O)c1O,-8.5,-6.6,-5.3,-7.2,-8.3,-4.8,-6.9,-7.7,-5.5,-9.0,-10.1,-5.7,-4.3,-9.0,-5.6,-5.9,-6.0,-4.8,-7.0,-8.6,-6.5,-7.0,-8.2,-4.9,-4.6,-8.1,-9.7,-8.3,-9.0,-5.9,-7.4,-7.7,-6.7,-7.1,-6.5,-7.7,-5.1,-6.0,-5.9,-6.5,-7.9
CCOc1ccc(N(CC(=O)Nc2ccccc2C)S(=O)(=O)c2c(C)noc2C)cc1,-7.1,-7.4,-6.2,-6.5,-6.2,-5.9,-5.4,-7.4,-6.4,-8.3,-9.4,-5.8,-4.8,-8.8,-6.3,-8.6,-6.8,-5.8,-5.2,-5.5,-5.8,-5.2,-7.3,-6.6,-7.1,-5.9,-8.8,-7.5,-8.1,-6.7,-6.4,-7.0,-7.3,-5.4,-6.4,-5.4,-7.8,-5.0,-6.6,-6.3,-6.1
COc1ccc(N(CC2CC2)C(=O)N2CCN(c3cc(Cl)ccc3C)CC2)cc1,-7.4,-7.5,-6.8,-6.9,-7.5,-6.6,-6.1,-8.4,-5.7,-9.3,-10.8,-7.0,-5.4,-9.2,-4.9,-9.3,-5.6,-5.0,-6.0,-6.3,-9.0,-5.9,-8.5,-5.4,-6.5,-6.5,-9.5,-8.1,-8.0,-6.6,-7.6,-8.3,-6.5,-5.7,-5.6,-6.6,-7.4,-6.6,-5.8,-5.4,-6.6
Cc1ncc([N+](=O)[O-])n1CCSc1nnc(-c2ccccc2F)o1,-5.6,-6.2,-5.5,-5.6,-6.3,-5.5,-5.5,-5.1,-5.6,-6.1,-6.6,-6.4,-6.2,-6.7,-5.7,-6.9,-6.5,-6.3,-5.5,-6.2,-6.9,-5.1,-5.4,-5.5,-7.0,-5.7,-6.2,-6.0,-6.4,-6.0,-4.9,-5.2,-5.7,-4.7,-8.3,-5.5,-8.2,-5.2,-8.4,-6.5,-6.3
Cc1csc(NC(=O)COc2ccc3c(c2)CCC3)n1,-4.8,-7.4,-6.5,-4.7,-9.3,-6.4,-6.9,-4.9,-6.0,-5.2,-5.8,-6.8,-5.2,-5.5,-5.6,-8.1,-5.3,-6.4,-7.6,-7.1,-8.3,-7.8,-4.4,-4.8,-5.8,-8.5,-5.7,-4.6,-5.5,-6.2,-4.4,-4.5,-4.9,-5.4,-6.6,-7.0,-6.2,-5.3,-7.1,-5.9,-8.8
CCCCn1cc(C(N)=O)c(=O)c2ccc(-c3ccncc3)cc21,-7.2,-6.3,-5.5,-6.0,-7.9,-5.6,-6.4,-6.0,-7.8,-7.5,-8.2,-6.3,-5.4,-7.6,-7.0,-5.5,-7.8,-6.6,-6.0,-6.9,-6.6,-6.9,-6.6,-7.7,-4.7,-6.9,-7.7,-6.7,-7.5,-5.3,-5.6,-6.0,-6.7,-6.2,-7.8,-6.5,-5.0,-4.9,-7.8,-5.9,-7.5
COc1cc(N2CCN(C(=O)Cn3nc(C(F)(F)F)c(Cl)c3C)C(CO)C2)ccc1Cl,-5.6,-7.2,-6.3,-5.3,-8.5,-5.7,-7.0,-5.3,-5.6,-6.5,-7.2,-6.3,-4.9,-6.6,-7.0,-6.5,-6.8,-6.6,-7.6,-8.2,-5.0,-7.9,-6.2,-5.9,-6.5,-8.0,-6.7,-5.5,-6.4,-6.6,-5.3,-5.2,-5.1,-5.5,-6.6,-8.1,-7.0,-6.5,-7.3,-6.6,-8.3
COc1ncc(N2CCc3ncnc(OC4CCN(C(=O)c5oc(C)nc5C)C4)c3C2)cc1C(F)(F)F,-7.1,-7.9,-6.6,-6.4,-7.3,-5.9,-6.4,-6.6,-7.7,-8.0,-8.6,-6.7,-3.9,-8.2,-7.9,-8.0,-8.0,-4.3,-6.6,-7.3,-7.2,-6.2,-7.6,-7.4,-6.4,-6.8,-8.5,-7.4,-7.8,-6.8,-6.5,-6.9,-6.5,-6.5,-5.5,-6.8,-6.5,-6.0,-5.2,-6.0,-7.3
COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(C5CCCOC5)n4)cc3C2)c1,-5.3,-7.8,-6.4,-4.9,-6.1,-6.3,-5.4,-5.4,-7.4,-6.4,-6.4,-6.1,-5.6,-6.6,-6.8,-7.3,-6.6,-6.4,-5.0,-5.5,-7.0,-5.1,-5.8,-5.5,-3.8,-5.7,-7.0,-6.4,-5.9,-7.1,-4.5,-5.1,-5.2,-5.7,-7.1,-5.2,-4.2,-7.4,-7.2,-6.9,-5.9
CC(C)c1nc2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)ccc2[nH]1,-6.0,-7.1,-6.7,-5.4,-7.7,-6.2,-7.0,-6.0,-6.4,-6.6,-7.5,-6.9,-5.4,-7.1,-4.8,-7.8,-5.1,-6.2,-6.9,-7.1,-4.7,-6.8,-6.1,-4.2,-6.7,-7.6,-7.3,-6.7,-6.3,-6.8,-5.7,-6.0,-5.3,-6.1,-6.9,-7.3,-7.3,-5.8,-6.8,-5.7,-7.9
Cc1ccc(-c2ccccc2)c(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)cn2)c1,-6.0,-6.0,-4.9,-5.2,-7.5,-5.0,-6.5,-5.2,-6.3,-6.3,-7.1,-6.1,-3.7,-6.2,-6.6,-6.3,-7.3,-4.2,-6.3,-7.6,-7.7,-6.6,-5.5,-5.9,-5.8,-7.0,-6.1,-5.9,-6.3,-5.7,-4.7,-4.9,-5.7,-6.8,-4.7,-7.0,-6.6,-4.4,-4.8,-7.7,-7.6
NC(=O)c1coc(-c2ccccc2)n1,-7.0,-7.8,-7.9,-7.0,-5.1,-6.9,-4.8,-7.4,-6.8,-8.8,-8.9,-6.4,-5.8,-8.4,-6.5,-7.8,-7.0,-6.6,-4.2,-4.5,-6.5,-4.3,-9.0,-5.6,-7.2,-4.7,-10.4,-8.0,-8.7,-7.1,-6.5,-7.8,-5.9,-5.8,-6.9,-4.8,-8.5,-6.0,-7.0,-4.3,-4.8
CC(=O)CCCC(=O)NC1CCOC1=O,-6.4,-4.9,-4.6,-6.1,-8.6,-4.9,-7.0,-6.1,-4.7,-7.1,-8.1,-5.7,-4.8,-7.2,-4.6,-8.2,-4.4,-5.3,-6.8,-8.2,-8.5,-6.4,-6.9,-3.8,-7.1,-8.0,-8.2,-6.6,-6.9,-4.3,-6.2,-6.0,-6.0,-6.1,-7.0,-7.7,-7.8,-6.2,-6.4,-6.5,-8.3
O=C1Nc2ccccc2C1(O)c1cc(Cl)ccc1O,-7.7,-7.2,-6.6,-6.8,-7.4,-6.0,-6.1,-7.8,-6.3,-8.5,-9.6,-7.0,-5.9,-9.5,-7.2,-6.9,-7.5,-6.8,-6.4,-6.3,-8.5,-5.8,-8.1,-6.1,-7.1,-6.8,-9.4,-8.9,-7.5,-6.9,-6.9,-7.6,-6.7,-6.8,-8.1,-6.9,-7.5,-4.0,-8.6,-6.3,-7.3
Cc1cccc(N2CCN(S(C)(=O)=O)CC2)c1C,-7.0,-6.9,-6.6,-6.8,-9.0,-5.9,-7.2,-6.4,-6.2,-7.2,-8.1,-5.1,-5.3,-7.9,-6.4,-7.8,-6.1,-6.5,-7.8,-9.1,-7.2,-8.0,-6.3,-5.7,-5.5,-8.7,-7.4,-6.9,-7.4,-7.4,-5.8,-5.9,-6.8,-5.9,-7.4,-8.3,-5.6,-6.6,-7.9,-6.0,-8.4
C=CC(=O)N1CCc2c(sc3ncnc(Nc4cccc(C)c4F)c23)C1,-4.9,-7.0,-5.9,-5.0,-8.7,-5.9,-6.5,-4.5,-7.0,-5.7,-6.8,-6.2,-5.3,-5.8,-7.5,-7.5,-8.4,-6.0,-7.1,-7.9,-5.8,-7.7,-5.1,-7.1,-6.3,-8.1,-6.2,-5.5,-5.4,-6.0,-4.5,-4.8,-4.5,-6.7,-7.7,-6.7,-6.9,-5.7,-6.6,-6.0,-7.1
CCOC(=O)C1C(O)C(=O)N(C)C12CCN(C(=O)OCC)CC2,-7.1,-7.7,-6.9,-6.8,-7.6,-6.1,-6.4,-6.4,-6.8,-7.8,-8.6,-7.3,-4.7,-7.9,-6.8,-7.2,-7.5,-5.3,-6.8,-7.1,-7.1,-7.4,-7.3,-7.4,-6.1,-7.7,-8.0,-7.4,-7.8,-6.9,-6.1,-6.5,-6.9,-6.5,-5.7,-7.1,-6.5,-7.0,-6.3,-7.8,-7.8
CCN(CC)CCCNC1=NC(c2cccc(C(F)(F)F)c2)C(C(=O)OC)=C(C)N1CC,-7.0,-9.2,-8.1,-6.8,-7.1,-7.9,-5.9,-6.4,-6.9,-7.4,-8.4,-7.6,-5.3,-7.2,-5.9,-8.2,-7.7,-5.6,-5.6,-6.1,-7.1,-5.9,-6.8,-5.9,-5.4,-6.0,-8.1,-7.3,-7.3,-8.6,-6.1,-6.3,-6.9,-6.1,-6.8,-5.7,-5.8,-6.7,-6.7,-7.4,-6.3
[N-]=[N+]=Nc1cc(=O)[nH]c2ccccc12,-4.4,-9.6,-8.1,-4.1,-7.8,-6.8,-7.0,-4.2,-6.1,-5.1,-5.3,-6.5,-6.2,-5.4,-5.5,-7.6,-5.8,-6.4,-6.3,-6.7,-5.9,-6.8,-4.4,-5.0,-6.3,-7.2,-5.5,-4.5,-5.1,-8.3,-4.0,-4.0,-4.7,-6.8,-7.0,-6.8,-6.8,-6.6,-7.7,-8.3,-7.3
Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccn3)CC2)CC1,-6.5,-8.9,-7.5,-6.4,-7.7,-6.5,-7.2,-6.4,-6.2,-7.7,-8.9,-6.7,-4.9,-8.3,-7.0,-7.3,-7.3,-5.7,-6.7,-7.6,-6.6,-7.2,-7.7,-6.0,-5.6,-7.3,-8.7,-7.8,-8.0,-8.2,-6.4,-6.8,-6.1,-5.0,-6.3,-7.6,-6.1,-5.2,-6.3,-5.7,-7.9
Cc1c(CC(=O)NCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,-6.2,-6.7,-5.2,-5.8,-7.2,-5.5,-6.0,-5.8,-7.9,-7.1,-7.8,-5.6,-5.9,-7.6,-6.7,-7.6,-7.3,-5.9,-5.7,-6.6,-5.8,-6.0,-6.7,-5.9,-6.1,-6.9,-7.8,-6.6,-7.0,-6.0,-5.2,-5.8,-6.1,-5.5,-7.0,-6.2,-6.6,-6.1,-6.4,-4.9,-7.2
CC(C)C(C(=O)N1CCC2(CCc3ccccc32)CC1)N1C(=O)NC(CCCN=C(N)N)C1=O,-7.8,-6.0,-4.9,-7.3,-8.0,-4.9,-7.0,-7.4,-5.7,-7.9,-10.2,-6.0,-4.8,-9.6,-5.9,-6.5,-6.2,-5.2,-6.6,-7.0,-7.0,-6.3,-8.3,-5.0,-6.6,-7.7,-9.9,-8.0,-9.1,-5.1,-6.9,-7.4,-7.6,-5.6,-6.0,-7.3,-7.2,-6.0,-6.7,-7.3,-7.3
Nc1nc2ncccc2cc1C(=O)NCCc1cccs1,-6.8,-7.5,-7.4,-6.4,-7.1,-5.8,-6.2,-7.4,-6.6,-8.6,-9.5,-6.4,-5.5,-9.0,-6.5,-7.6,-6.5,-5.8,-6.2,-6.3,-7.3,-5.5,-8.1,-5.4,-6.2,-6.6,-9.3,-8.7,-8.2,-7.0,-6.7,-7.1,-5.6,-6.3,-6.2,-6.3,-6.7,-5.3,-7.1,-7.8,-6.9
CCC(C)c1ccccc1OC(=O)N(C)C,-6.8,-8.8,-7.5,-6.8,-7.6,-6.6,-6.1,-6.3,-6.6,-7.6,-9.0,-7.5,-5.0,-8.1,-5.8,-7.3,-6.4,-5.8,-6.4,-7.0,-7.0,-6.4,-7.8,-4.6,-5.5,-7.0,-8.9,-7.3,-6.2,-7.7,-6.0,-6.7,-6.3,-6.9,-7.2,-6.8,-6.7,-5.8,-6.7,-5.3,-7.4
CN1CCN(c2cc(-c3cccc(Cl)c3)nc(N)n2)CC1,-5.7,-6.3,-5.5,-5.3,-8.4,-5.3,-6.6,-5.6,-6.2,-6.4,-6.7,-6.1,-5.0,-6.6,-6.6,-7.6,-7.2,-6.3,-6.3,-7.4,-7.4,-6.9,-5.8,-5.7,-5.1,-7.5,-7.1,-5.6,-6.9,-5.7,-4.8,-5.5,-5.6,-7.0,-6.6,-7.1,-6.0,-4.7,-7.0,-6.0,-7.6
Cc1ccc(CCN2CC(C(=O)NCCN3CCOCC3)CC2=O)cc1,-6.6,-7.0,-6.5,-6.0,-7.7,-5.6,-6.5,-6.1,-6.2,-7.1,-8.7,-5.9,-5.4,-8.2,-6.1,-8.7,-6.7,-6.4,-6.9,-7.3,-6.0,-7.1,-7.1,-6.3,-7.4,-7.4,-8.1,-7.3,-7.4,-6.8,-6.0,-6.5,-5.5,-6.1,-6.4,-6.7,-7.6,-5.9,-7.2,-4.8,-8.0
CCOC(=O)C(=O)N1CCN(CC)CC1,-7.0,-5.1,-4.8,-7.3,-7.9,-5.5,-6.3,-7.4,-6.0,-7.3,-8.1,-5.7,-5.0,-8.1,-6.4,-8.2,-7.2,-5.0,-6.7,-7.1,-7.7,-6.9,-7.0,-6.1,-3.9,-7.6,-7.9,-6.8,-7.7,-4.6,-6.1,-6.3,-6.9,-5.9,-6.5,-7.6,-4.1,-6.0,-5.6,-5.4,-7.7
CCN1C(=O)C(=Cc2nc3ccccc3c(=O)n2CC)c2ccccc21,-5.8,-6.1,-5.0,-6.0,-7.2,-4.5,-6.4,-5.7,-7.5,-6.5,-7.0,-4.8,-6.0,-6.5,-7.2,-8.1,-7.2,-7.1,-5.6,-6.1,-4.7,-5.7,-6.1,-5.3,-6.6,-6.1,-6.6,-6.2,-6.8,-5.5,-5.1,-5.6,-6.1,-5.8,-7.5,-6.3,-7.1,-5.7,-7.7,-6.6,-6.4
COc1ccc(OC)c(NC(=S)N2c3ccccc3CC2C)c1,-7.3,-7.1,-6.3,-6.5,-8.7,-6.3,-6.9,-6.1,-5.9,-6.9,-8.4,-5.5,-4.5,-8.1,-5.3,-8.5,-5.8,-4.2,-7.4,-7.7,-7.0,-7.7,-6.9,-5.1,-7.3,-8.1,-8.1,-6.8,-7.2,-7.1,-5.8,-6.2,-5.8,-5.1,-4.7,-7.7,-7.2,-5.8,-4.4,-5.6,-8.3
CC(C)c1ccc(C(=O)Nc2cc(-c3ccccc3F)nn2-c2ccccc2)cc1,-6.4,-6.8,-5.8,-5.8,-5.4,-5.8,-4.8,-5.6,-8.4,-6.4,-7.6,-7.0,-5.3,-7.1,-7.6,-7.1,-8.4,-6.6,-4.4,-5.3,-7.0,-4.5,-6.1,-6.8,-5.2,-4.8,-7.7,-6.4,-6.4,-6.0,-5.2,-5.7,-5.8,-6.2,-7.0,-4.7,-6.1,-4.9,-6.8,-7.0,-5.2
COC(=O)N1CCC(c2ccc(Cl)cc2)C1C(=O)N1CCN(c2ccc(C)cc2C(N)C(C)C)CC1,-6.7,-7.9,-6.7,-6.3,-8.1,-6.4,-7.3,-6.1,-5.4,-6.8,-8.2,-7.1,-5.5,-8.0,-4.4,-6.6,-4.6,-5.6,-7.2,-7.2,-6.6,-6.6,-6.8,-3.5,-6.1,-7.6,-7.9,-6.6,-7.3,-6.9,-6.0,-6.2,-6.4,-5.5,-6.7,-7.7,-7.1,-6.6,-6.8,-5.4,-7.3
O=C(O)c1cccc(-c2sccc2-c2cc(Cl)ccc2OCc2ccccc2)n1,-7.4,-6.2,-5.6,-6.1,-8.5,-5.5,-7.1,-6.4,-6.2,-7.6,-8.0,-5.4,-4.9,-8.1,-6.3,-6.8,-7.2,-5.7,-6.8,-6.5,-7.1,-6.9,-7.3,-6.1,-8.0,-8.9,-8.7,-6.9,-7.1,-5.8,-6.1,-6.7,-6.0,-5.7,-6.4,-8.2,-8.5,-4.2,-6.6,-6.8,-7.4
CC(NC1CCCCC1)=C(C#N)C(=O)NCCN1CCOCC1,-6.7,-7.6,-6.4,-6.0,-7.2,-6.2,-6.8,-6.2,-6.7,-7.3,-8.4,-6.7,-5.1,-8.0,-6.7,-6.8,-6.9,-6.4,-6.5,-6.8,-9.3,-6.4,-7.3,-6.4,-8.1,-6.9,-8.3,-6.8,-7.5,-7.4,-5.8,-6.6,-5.5,-6.9,-6.8,-6.5,-8.8,-6.0,-7.0,-6.2,-6.8
COc1ccccc1CN1CC(C(=O)N(C)Cc2ccncc2C)CCC1=O,-6.9,-7.8,-7.0,-6.3,-7.9,-6.6,-7.0,-6.2,-5.9,-7.5,-7.7,-7.0,-6.4,-8.1,-6.2,-7.0,-6.7,-7.4,-6.8,-7.1,-8.8,-6.5,-6.3,-5.3,-7.5,-7.1,-8.1,-6.9,-7.2,-7.1,-5.9,-6.3,-6.3,-5.7,-8.6,-7.0,-8.5,-6.4,-8.6,-5.6,-7.7
